OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009P,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119P,DP03_0120P,DP03_0121P,DP03_0122P,DP03_0123P,DP03_0124P,DP03_0125P,DP03_0126P,DP03_0127P,DP03_0128P,DP03_0129P,DP03_0130P,DP03_0131P,DP03_0132P,DP03_0133P,DP03_0134P,DP03_0135P,DP03_0136P,DP03_0137P,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
90,27.02,479022,7175,11001002702,"Census Tract 27.02; District of Columbia; District of Columbia",4560,3721,3721,3480,241,0,839,3721,6.5,2248,1951,1951,1857,453,384,505,401,3478,742,8,865,224,210,1429,30.8,3480,2731,356,297,52,44,3480,38,116,41,24,78,6,153,130,824,684,414,559,413,3480,2530,701,249,0,2294,109,0,129,81,155,185,215,445,266,709,130421,180734,2121,180237,265,27627,220,33336,149,8901,78,6031,147,1067,0,0,74,49,67,59,18,102,232,466,176139,237083,73824,1227,101016,124957,73155,107615,74322,5568,5430,4659,1283,138,1106,0,3927,3513,3315,3224,3001,282,91,198,151,82,110,47,414,414,130,288,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,5,3.4,16.8,0,9.8,ACS_Economic_DC_CensusTract_93,,{3E73D91B-50CD-465C-95B0-868CFFC5DF6A},002702,0,0
91,16,2667590,7820,11001001600,"Census Tract 16; District of Columbia; District of Columbia",3489,2414,2414,2351,63,0,1075,2414,2.6,1847,1283,1283,1250,234,176,789,751,2338,997,122,212,42,0,965,35.5,2351,1965,121,243,22,0,2351,0,13,6,0,77,54,52,145,617,545,76,255,511,2351,1571,635,121,24,1645,71,0,33,60,19,90,83,195,233,861,210848,236761,1303,239511,508,23575,610,70573,56,26759,15,0,18,1156,28,0,0,0,19,34,32,84,173,786,250001,284168,87365,489,93681,113287,103304,144688,117255,4471,4433,4159,1200,38,1116,0,2263,2009,1964,1954,1926,98,10,45,45,11,34,0,254,254,212,119,0,2.4,0,0,0,0,0,0,0,0,4.5,1.3,0,0,0,5.4,3.9,8.5,1.5,20.2,ACS_Economic_DC_CensusTract_95,,{744D160E-5E55-40B4-BB11-921684E779B3},001600,0,0
92,105,749891,0,11001010500,"Census Tract 105; District of Columbia; District of Columbia",3665,2973,2973,2865,108,0,692,2973,3.6,1845,1503,1503,1503,177,125,174,37,2820,431,39,741,417,430,762,27.5,2865,2388,103,306,15,53,2865,0,0,0,0,149,19,217,113,775,417,183,268,724,2865,1827,961,77,0,2414,135,150,125,0,188,264,317,358,497,380,103929,121149,2051,134974,347,12126,181,23815,128,14763,18,0,318,613,38,0,39,0,18,6,26,45,209,232,159688,184858,74630,1801,83218,98904,83359,88125,103528,3953,3801,2888,1196,152,351,0,3289,2868,2760,2742,2484,318,18,108,0,0,0,108,421,395,72,349,26,13.1,25.5,0,0,0,0,64,66.7,0,22.3,53.8,53.8,34.2,68.8,19.2,17.4,38.3,25.3,19.9,ACS_Economic_DC_CensusTract_96,,{A14784CB-E187-4218-8D3C-B99345759496},010500,0,0
93,92.04,308465,0,11001009204,"Census Tract 92.04; District of Columbia; District of Columbia",2294,1422,1422,1296,126,0,872,1422,8.9,1118,676,676,550,442,376,667,470,1206,556,121,348,16,25,140,37.1,1296,514,298,161,111,212,1296,0,49,33,0,151,159,8,71,194,230,136,152,113,1296,997,151,148,0,1565,282,186,163,85,218,127,364,75,32,33,38337,54613,1039,66082,406,9233,182,29612,149,7864,170,4874,433,853,203,59,59,66,127,48,223,35,0,33,38719,57472,25649,712,37177,50106,38110,29453,75769,3373,3194,1396,1991,179,1134,0,1649,1301,1184,1019,791,230,165,117,117,36,81,0,348,348,95,270,0,30.7,30.1,17.9,20.9,0,0,45.3,48.1,100,28.6,31.5,31.5,23.4,35.2,27.2,18.7,50.7,26.8,33.7,ACS_Economic_DC_CensusTract_97,,{D143FD70-0855-428A-9D14-40D6913A1C89},009204,0,0
94,73.04,1232841,8983,11001007304,"Census Tract 73.04; District of Columbia; District of Columbia",3500,2058,2058,1843,215,0,1442,2058,10.4,1897,905,905,731,391,99,940,528,1731,345,25,965,43,0,353,35.2,1843,548,553,594,29,119,1843,0,8,0,377,41,31,104,163,318,496,187,0,118,1843,1495,348,0,0,2027,205,208,213,101,555,329,148,81,114,73,38952,58848,1509,65466,371,14460,295,36308,205,8090,187,2680,607,1134,171,144,120,18,131,192,123,81,81,73,43152,71850,27559,893,38772,40203,39404,39056,56763,4736,4537,1655,3094,199,1554,0,2826,1996,1781,1640,1310,458,141,215,215,0,215,0,830,772,59,734,58,34.2,48.2,100,0,0,0,45.7,49,100,37.5,65,65,60.7,66.2,24.4,24.7,21.9,42.6,21,ACS_Economic_DC_CensusTract_98,,{ECBC3000-3D31-4B55-98D7-4F0C25F6D720},007304,0,0
95,30,210636,0,11001003000,"Census Tract 30; District of Columbia; District of Columbia",3260,2519,2498,2282,216,21,741,2498,8.6,1573,1226,1226,1112,300,250,378,253,2254,374,120,875,197,38,650,28.9,2282,1437,445,182,72,146,2282,0,73,46,0,133,101,88,115,705,411,120,262,228,2282,1696,454,132,0,1656,272,79,28,24,81,193,133,303,171,372,102600,150254,1378,158204,144,16133,110,198111,77,8514,92,0,326,800,129,14,16,23,61,153,57,51,91,205,80769,161894,65433,856,115568,138570,66083,101417,92933,3857,3584,2677,1435,273,689,0,2932,2403,2201,2100,1934,366,101,202,202,86,139,0,529,357,191,308,172,20.9,38.8,0,0,0,0,48.3,77.4,0,22.2,36.3,36.3,25.5,42.3,19.2,18,33.5,23.3,20.3,ACS_Economic_DC_CensusTract_99,,{A1659A1D-7CC3-493E-9F66-DC08FC7F6F6B},003000,0,0
96,75.02,648317,0,11001007502,"Census Tract 75.02; District of Columbia; District of Columbia",3497,1951,1951,1387,564,0,1546,1951,28.9,2050,1104,1104,792,517,303,814,577,1350,532,174,494,14,136,0,34.4,1387,559,378,354,0,96,1387,0,0,19,0,65,121,0,154,221,336,288,62,121,1387,918,401,68,0,1818,218,262,146,162,241,330,138,250,71,0,41044,50794,1082,64007,324,11686,438,22772,288,8718,195,3276,887,1092,157,134,106,134,91,201,43,206,20,0,36705,49918,19738,726,41798,51706,40912,55395,56625,4710,4507,1276,3609,203,1841,24,2423,1799,1259,1132,634,655,127,540,488,134,354,52,624,624,93,560,0,34.7,38.7,0,10.1,0,0,38.1,47.4,0,36.8,47.9,47.2,55.8,43.5,30.1,30.4,28.7,39,27.1,ACS_Economic_DC_CensusTract_100,,{5544557B-CB70-4476-87DB-45E384DE3797},007502,0,0
97,75.03,515179,0,11001007503,"Census Tract 75.03; District of Columbia; District of Columbia",1723,1137,1137,926,211,0,586,1137,18.6,965,549,549,422,275,237,589,491,899,397,98,268,15,29,92,32.1,926,376,315,140,35,60,926,0,62,20,0,78,49,13,21,212,144,73,62,192,926,652,262,12,0,923,158,124,109,43,145,80,41,54,76,93,37218,73993,624,89649,187,13887,114,50675,99,9347,81,6674,492,410,33,71,42,20,40,43,14,25,44,78,47321,106934,25683,513,26250,46325,37593,55603,53929,2518,2450,1223,1448,68,922,23,1428,1104,893,870,642,287,23,211,204,38,197,7,324,309,24,292,15,38.5,52.5,77.2,0,0,0,63.5,74.5,77.2,39.8,46.2,46.2,67.9,36.7,36.2,36.6,32.7,37.7,44.7,ACS_Economic_DC_CensusTract_101,,{72FDCA53-38F5-4582-80DC-CE7E1CD026C7},007503,0,0
98,9.02,1867106,307257,11001000902,"Census Tract 9.02; District of Columbia; District of Columbia",1755,1079,1079,1044,35,0,676,1079,3.2,929,536,536,532,169,153,476,414,1025,446,19,41,30,28,461,24,1044,894,38,90,16,6,1044,0,25,17,0,15,7,59,133,127,185,50,193,233,1044,663,295,86,0,864,22,0,12,8,12,66,42,87,130,485,250001,295105,687,280288,235,33607,232,92780,1,0,0,0,1,672,0,0,7,0,5,49,25,74,63,449,250001,338230,109333,192,123690,125958,142917,164000,169706,2310,2271,2196,391,39,709,29,1153,929,904,898,894,5,6,25,25,25,0,0,224,224,217,15,0,1,1.7,0,1.5,2.4,0,0,0,0,3.7,2.8,2.8,0,3.6,4,4.6,2.5,1.5,17.8,ACS_Economic_DC_CensusTract_102,,{4537DE0E-54BB-45F4-8B51-320CA709E71A},000902,0,0
99,15,4684714,39895,11001001500,"Census Tract 15; District of Columbia; District of Columbia",4338,2994,2994,2947,47,0,1344,2994,1.6,2285,1520,1520,1508,588,400,1003,753,2933,1447,207,213,40,28,998,29.9,2947,2379,236,284,0,48,2947,16,14,40,0,14,48,152,196,1069,377,122,431,468,2947,1983,720,244,0,2005,25,14,0,27,43,60,33,223,223,1357,250001,381087,1712,379433,544,32146,638,65529,29,0,0,0,19,1634,0,0,0,0,0,27,0,135,179,1293,250001,434443,135935,371,104044,136998,148025,197721,147564,5620,5567,5306,1099,53,1660,0,2715,2322,2275,2222,2222,15,53,47,47,47,0,0,393,393,364,44,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1.8,2.1,1,0,15.5,ACS_Economic_DC_CensusTract_103,,{CC517B2E-6323-48CE-B72E-B16BF46C0E40},001500,0,0
100,96.03,607400,0,11001009603,"Census Tract 96.03; District of Columbia; District of Columbia",3375,2159,2159,1763,396,0,1216,2159,18.3,1691,1106,1106,858,167,148,591,495,1740,940,73,608,0,0,119,34.2,1763,717,640,171,61,174,1763,0,48,57,0,72,145,0,0,282,382,271,211,295,1763,1202,497,64,0,1992,177,269,265,112,127,457,214,129,67,175,52300,72700,1387,87952,547,11260,257,32267,356,9199,103,5242,471,972,124,7,57,12,72,237,155,129,67,112,63446,99370,36089,1020,24409,47286,42319,68726,58288,4025,3853,1994,2210,172,817,93,2488,2051,1655,1654,1251,528,1,396,396,119,277,0,437,359,91,302,78,19.3,40.3,40.7,2.1,0,0,41.6,47.6,100,27.7,54,53.3,25.7,56.3,21.5,23.5,14.6,26.3,31.7,ACS_Economic_DC_CensusTract_104,,{C9AFBCC2-1255-437F-BBD1-6B32EADA7C38},009603,0,0
101,5.01,940249,29503,11001000501,"Census Tract 5.01; District of Columbia; District of Columbia",3292,2543,2521,2354,167,22,749,2521,6.6,1796,1415,1415,1267,93,93,246,191,2364,536,49,847,155,102,675,27.3,2354,2130,6,170,0,48,2354,0,0,2,17,49,0,58,276,900,355,48,158,491,2354,1647,596,111,0,2183,85,52,146,0,235,151,244,406,294,570,117361,166837,1872,157845,313,27064,311,58183,50,0,0,0,18,549,0,0,0,0,0,0,38,96,115,300,221181,309130,101300,1634,91815,119029,85739,108633,103373,3572,3521,3287,567,51,339,0,2660,2398,2244,2211,2176,64,33,154,138,136,6,16,262,262,247,15,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,8.1,7.5,10.6,0,12.8,ACS_Economic_DC_CensusTract_105,,{5B661412-A20A-4561-B1C0-405682AE5E13},000501,0,0
102,33.02,204237,0,11001003302,"Census Tract 33.02; District of Columbia; District of Columbia",2003,1628,1620,1537,83,8,375,1620,5.1,901,759,759,739,231,223,135,135,1545,439,97,228,141,189,451,32.3,1537,1307,123,64,21,22,1537,4,63,8,8,0,44,91,45,508,173,129,176,288,1537,1110,370,57,0,968,74,22,17,16,16,56,35,137,142,453,177262,198603,888,200445,61,21369,74,71149,0,0,8,0,55,460,0,0,10,0,0,8,11,63,51,317,250001,264886,84465,508,133438,133890,106176,126042,102400,2365,2316,2133,342,49,394,0,1816,1544,1461,1440,1388,109,21,83,77,34,43,6,272,250,234,28,22,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,11.5,12.5,0,0,23.1,ACS_Economic_DC_CensusTract_106,,{1633022C-A93C-401B-BC9F-1A8DBE191AB0},003302,0,0
103,84.02,274180,0,11001008402,"Census Tract 84.02; District of Columbia; District of Columbia",2254,1771,1771,1720,51,0,483,1771,2.9,1421,1076,1076,1062,124,124,155,115,1720,486,49,350,132,113,590,27.8,1720,1403,30,274,0,13,1720,0,0,19,0,72,13,236,71,499,256,57,259,238,1720,1201,484,35,0,1450,109,27,22,99,22,262,148,199,138,424,107692,172069,1179,198185,230,20528,93,59866,85,8898,67,1766,149,370,8,0,0,38,0,0,15,21,6,282,250001,351708,100735,1080,87955,107580,94224,116711,95054,2493,2404,2049,513,89,279,13,1948,1730,1687,1611,1594,55,76,43,43,29,14,0,218,218,111,138,0,2.2,4.9,0,0,0,0,32,32,0,8.8,5.7,5.7,0,8.3,9.2,7.8,19.5,2.4,13.1,ACS_Economic_DC_CensusTract_107,,{097F5134-2EEF-4C9B-8C80-583FB732FCC9},008402,0,0
104,96.02,1306709,67073,11001009602,"Census Tract 96.02; District of Columbia; District of Columbia",3522,2256,2256,1841,415,0,1266,2256,18.4,2172,1354,1354,1101,792,656,808,408,1690,765,107,360,10,106,342,30.7,1841,876,604,172,0,189,1841,0,0,0,42,206,59,0,15,456,454,345,102,162,1841,1294,401,146,0,2228,262,332,224,357,260,164,238,183,25,183,34029,64768,1632,76572,451,11221,207,12104,318,9810,480,4972,986,1214,101,159,90,230,191,143,107,57,32,104,40438,66792,29268,1014,28382,57409,33082,85139,0,5144,4912,1751,3501,232,1693,0,3076,2128,1774,1680,1122,621,94,354,354,63,354,0,948,810,110,710,138,31.9,37.7,50.8,19.9,0,0,43.8,53.1,82.6,34.4,41,41,42.9,39.9,31.3,32.1,24.3,34.5,34.1,ACS_Economic_DC_CensusTract_108,,{D5CB69E5-7909-4DF5-9DA0-84D20648E0FD},009602,0,0
105,8.02,1688582,669985,11001000802,"Census Tract 8.02; District of Columbia; District of Columbia",2722,1890,1890,1822,68,0,832,1890,3.6,1328,937,937,901,210,167,394,325,1807,637,87,239,145,123,576,23.9,1822,1263,235,306,8,10,1822,0,53,20,0,54,15,97,194,563,347,97,120,262,1822,1432,302,88,0,1471,70,38,26,57,27,89,125,257,159,623,158176,258024,1198,261124,349,30163,289,60697,6,0,0,0,32,805,40,0,15,16,26,38,64,37,79,490,250001,325745,116264,666,104744,163753,92083,167321,100489,3306,3269,2788,964,37,627,0,1945,1681,1613,1590,1495,95,23,68,68,6,62,0,264,250,210,59,14,6.8,7.1,0,6.1,7.7,0,20.9,0,0,7.6,4.5,4.5,0,6.4,8.3,10.1,3.3,5.8,11.9,ACS_Economic_DC_CensusTract_109,,{55D27F7C-60F7-4C01-8412-3619EF81A517},000802,0,0
106,13.01,2855501,26550,11001001301,"Census Tract 13.01; District of Columbia; District of Columbia",3541,2385,2385,2209,176,0,1156,2385,7.4,2140,1421,1421,1338,85,85,446,358,2175,686,110,519,104,60,696,27.9,2209,1804,137,211,33,24,2209,0,0,0,17,0,27,92,135,692,359,204,226,457,2209,1455,622,132,0,2080,155,16,91,261,101,123,416,124,259,534,85000,171983,1603,178786,571,26251,602,47382,45,5307,27,0,82,744,0,0,63,14,19,0,73,46,136,393,217813,309428,85928,1336,75494,95410,80363,103929,102942,3994,3879,3457,1074,115,575,0,2603,2099,1958,1918,1865,53,40,141,141,106,35,0,504,429,255,174,75,8.5,0,0,0,0,0,71.6,0,0,10.6,0,0,0,0,12.2,14.7,4.3,6.1,16.6,ACS_Economic_DC_CensusTract_110,,{C29BEF2A-1FBF-4177-98EF-A8C8D2BECCC9},001301,0,0
107,20.01,632724,1132,11001002001,"Census Tract 20.01; District of Columbia; District of Columbia",2450,1696,1696,1655,41,0,754,1696,2.4,1129,682,682,651,393,384,624,606,1546,653,49,618,1,47,178,35.2,1655,625,444,324,166,96,1655,0,147,0,0,183,151,20,63,332,227,306,80,146,1655,1328,299,28,0,1170,31,33,113,98,148,306,64,137,84,156,56913,106693,1007,107894,236,22117,111,49203,51,10018,15,1740,114,872,9,18,37,101,137,235,49,74,62,150,56598,116147,35847,298,0,64030,32445,40823,96528,3436,3301,1804,2030,135,1100,5,2063,1574,1540,1422,1054,585,118,34,31,26,5,3,489,480,80,424,9,18.7,27.6,0,11.9,14.2,0,0,0,0,25.3,31.3,31.3,8.6,42,22.7,21.6,31.5,19.7,50.1,ACS_Economic_DC_CensusTract_111,,{E161E1E6-AFA9-476B-87C2-10E55F3F42E5},002001,0,0
108,77.08,745809,129100,11001007708,"Census Tract 77.08; District of Columbia; District of Columbia",2233,1355,1331,1006,325,24,878,1331,24.4,1127,525,525,444,158,158,294,291,1007,296,60,370,0,146,135,30.8,1006,485,194,212,8,107,1006,0,40,0,0,102,88,0,0,231,74,195,136,140,1006,764,216,26,0,1221,133,117,92,138,223,257,100,39,73,49,46038,70485,838,71361,198,20527,217,32180,185,11676,123,5545,458,496,0,33,38,34,148,70,50,62,12,49,49784,107848,34178,725,26643,40301,30919,46563,0,2656,2466,1250,1461,190,543,0,1620,1238,914,914,628,351,0,324,134,48,86,190,382,382,36,348,0,7.7,13.6,0,5.7,0,0,14.2,32.7,0,22.7,15.3,9.1,0,13.4,24.4,22.8,29.8,7.9,43,ACS_Economic_DC_CensusTract_112,,{AF975D18-4FEB-4621-A692-AF77FA266324},007708,0,0
109,14.02,895209,0,11001001402,"Census Tract 14.02; District of Columbia; District of Columbia",2640,1789,1774,1749,25,15,851,1774,1.4,1416,812,812,808,459,391,418,397,1764,720,54,301,36,24,629,28.7,1749,1551,97,101,0,0,1749,0,51,16,0,4,0,80,159,597,377,74,101,290,1749,1204,429,116,0,1573,25,73,15,68,45,154,178,165,138,712,167639,232654,1167,243276,614,23436,453,78879,64,7658,45,0,143,813,15,0,0,8,0,13,22,72,79,604,250001,342580,105522,760,80438,112222,121964,156953,124728,3409,3407,2928,1119,2,891,0,1578,1452,1427,1425,1363,80,2,25,25,25,0,0,126,126,74,52,0,1.8,0,0,0,0,0,16.9,0,0,4.9,0,0,0,0,6.6,4.5,10.1,1.5,14.2,ACS_Economic_DC_CensusTract_113,,{762D95B5-0067-45ED-A034-60BD3E3FFF2F},001402,0,0
110,47.02,326418,0,11001004702,"Census Tract 47.02; District of Columbia; District of Columbia",3408,2865,2865,2778,87,0,543,2865,3,1911,1608,1608,1552,57,57,0,0,2749,600,21,507,619,139,863,24.3,2778,2554,98,100,16,10,2778,5,11,25,0,19,29,399,88,979,519,82,119,503,2778,2050,659,50,19,2231,104,23,104,70,54,201,236,409,584,446,136699,148225,2058,152735,83,14936,72,23629,48,12027,43,7581,46,336,0,0,0,11,0,13,12,35,136,129,181094,259354,96166,1895,122796,128521,92564,103235,94382,3267,3184,2868,380,83,57,0,3083,2855,2772,2730,2630,120,42,83,59,9,50,24,228,211,128,83,17,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0,8.6,7.4,37,0,10.9,ACS_Economic_DC_CensusTract_114,,{7CBFC853-9617-4C9E-A5EA-5B83C60C9725},004702,0,0
111,76.01,1115359,141529,11001007601,"Census Tract 76.01; District of Columbia; District of Columbia",4022,2610,2610,2183,427,0,1412,2610,16.4,2494,1655,1655,1376,601,403,603,234,2093,721,60,613,18,124,557,34.4,2183,1381,181,426,77,118,2183,0,112,0,18,158,70,58,87,491,530,153,149,357,2183,1399,742,42,0,2136,333,144,249,136,323,144,262,161,110,274,48149,86070,1498,104771,496,13522,301,36162,161,9570,319,3013,890,1317,232,40,134,84,246,56,107,98,52,268,48700,103968,38816,819,40944,56675,54850,79032,66707,5180,4829,2539,3001,351,1370,78,3101,2421,2062,1919,1338,693,143,359,253,184,237,106,680,656,154,522,24,27.4,44.5,35.6,9.1,0,0,31.3,55.8,48.8,26.3,45.2,44.8,45.2,44.4,20.3,21.2,16.4,24.1,34.3,ACS_Economic_DC_CensusTract_115,,{B7A4E888-4163-4DAD-A899-1A991F87A57E},007601,0,0
112,83.01,303973,0,11001008301,"Census Tract 83.01; District of Columbia; District of Columbia",2542,2214,2214,2170,44,0,328,2214,2,1163,991,991,958,171,151,182,163,2170,375,25,637,411,74,648,27.2,2170,1848,33,260,12,17,2170,0,49,13,7,19,29,154,177,538,221,33,221,709,2170,1313,807,50,0,1542,30,24,21,23,22,123,144,281,237,637,173684,192031,1449,190410,120,26661,143,63900,26,0,0,0,53,551,0,0,0,0,0,26,7,22,134,362,250001,272412,102737,991,127215,143944,100307,113214,103750,2895,2844,2684,343,51,391,33,2232,2085,2041,2029,2013,18,12,44,44,11,33,0,147,141,74,70,6,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,7.2,8.1,0,0,12.7,ACS_Economic_DC_CensusTract_94,,{42FF6A94-D140-4D85-813D-DA0FAD3ADD93},008301,0,0
113,75.04,764081,0,11001007504,"Census Tract 75.04; District of Columbia; District of Columbia",2081,1317,1317,1236,81,0,764,1317,6.2,1025,574,574,535,277,199,552,381,1236,316,162,419,11,144,184,39.1,1236,437,270,384,40,105,1236,0,44,0,0,65,141,0,15,100,202,272,98,299,1236,679,423,134,0,1300,225,215,63,67,267,81,44,183,59,96,36802,61736,847,85217,164,12177,154,19686,153,8922,61,3216,378,576,56,81,35,10,136,68,55,77,0,58,48370,69216,28715,724,28860,51073,42849,46319,57917,2795,2692,1001,1882,103,839,0,1716,1290,1216,1132,699,446,84,74,65,0,65,9,426,426,101,391,0,29.9,34,0,0,0,0,48,44.3,0,34.8,45.5,45.5,61.5,39.5,30.4,27.9,47.9,32.8,39.1,ACS_Economic_DC_CensusTract_116,,{2B819AAC-5B8C-496D-8DE3-A3443A1F3900},007504,0,0
114,99.02,1294556,0,11001009902,"Census Tract 99.02; District of Columbia; District of Columbia",2614,2050,2050,1842,208,0,564,2050,10.1,1367,985,985,934,192,192,281,281,1831,886,44,122,0,543,236,38.5,1842,592,256,829,10,155,1842,0,53,39,0,493,74,33,122,258,299,14,0,457,1842,1325,506,11,0,1235,60,74,78,60,73,139,83,493,83,92,102070,97956,1066,97253,322,16363,332,29879,8,0,31,2223,176,799,31,0,31,0,76,115,21,424,27,74,113306,110108,41456,436,0,66209,51153,87519,51978,3083,3037,2484,915,46,473,0,2198,1995,1787,1741,1596,179,46,208,208,108,142,0,203,203,103,105,0,7.8,19.1,0,5.7,0,0,14.9,75.6,0,13,16.9,16.9,21.9,13.5,12.3,10.9,19.7,8.7,30.3,ACS_Economic_DC_CensusTract_117,,{CA44912E-C3FE-4105-AC94-22F86AAB2615},009902,0,0
115,26,2106150,60195,11001002600,"Census Tract 26; District of Columbia; District of Columbia",2086,1399,1399,1367,32,0,687,1399,2.3,1048,648,648,638,254,191,284,273,1340,533,80,297,11,56,363,28.8,1367,1050,120,126,28,43,1367,0,29,5,12,19,40,43,86,357,292,154,148,182,1367,917,256,194,0,900,10,9,28,23,24,36,58,113,64,535,250001,295409,705,297052,312,25465,357,89691,49,0,0,0,0,651,9,9,6,6,3,0,40,48,50,480,250001,341364,102397,249,105750,160251,97850,153750,97880,2630,2555,2260,688,75,606,0,1458,1227,1196,1146,1110,66,50,31,22,22,0,9,231,215,131,84,16,3.7,2.4,0,2.9,2.8,0,12,0,0,4.1,3.9,1.9,0,3.3,4.1,4.9,2.1,2.7,11.7,ACS_Economic_DC_CensusTract_118,,{BBC0CDD3-C37C-44EF-9F40-9E10F7455C5E},002600,0,0
116,96.01,1905262,189666,11001009601,"Census Tract 96.01; District of Columbia; District of Columbia",1623,1042,1042,722,320,0,581,1042,30.7,1149,709,709,500,113,113,394,356,722,340,96,163,10,37,76,30.1,722,224,192,176,28,102,722,0,31,0,0,44,64,2,8,141,150,36,60,186,722,468,254,0,0,823,148,86,72,43,118,149,56,79,60,12,39276,63525,578,76155,208,14736,121,23830,143,8949,16,0,195,551,78,78,35,0,101,107,56,53,39,4,0,67586,26126,272,32800,54103,34895,0,56250,2028,1855,927,1110,173,508,56,1321,947,671,609,411,202,62,276,228,31,223,48,374,367,58,320,7,30.9,24.1,0,0,0,0,35.6,25,0,26,7.5,7.5,0,9.6,32.2,35.8,8.5,24.8,32.2,ACS_Economic_DC_CensusTract_119,,{52928A94-4119-499B-A200-13D0983DC500},009601,0,0
117,2.02,776435,439661,11001000202,"Census Tract 2.02; District of Columbia; District of Columbia",3704,2548,2542,2435,107,6,1156,2542,4.2,2031,1377,1371,1334,99,99,110,80,2360,573,56,237,665,12,817,24.1,2435,1988,118,316,0,13,2435,0,15,31,20,17,29,72,264,744,585,117,165,376,2435,1860,419,156,0,1802,52,18,61,16,78,55,186,379,140,817,170500,276746,1618,226950,417,30507,555,48508,36,0,0,0,0,620,0,11,0,0,0,15,9,16,33,536,250001,412081,130068,1182,123505,195450,105893,155313,131579,3913,3897,3533,933,16,380,0,2708,2127,2025,2023,2020,84,2,102,102,59,43,0,581,567,547,35,14,1.8,5.1,0,2,5.1,0,0,0,0,13.3,5.3,5.3,0,7.5,13.9,15.3,9.8,2.1,23.3,ACS_Economic_DC_CensusTract_120,,{7BC1120A-4AD2-4F88-A142-6A8448E9918B},000202,0,0
118,43,236694,0,11001004300,"Census Tract 43; District of Columbia; District of Columbia",3795,3004,3004,2964,40,0,791,3004,1.3,2019,1547,1547,1547,291,81,87,87,2905,476,51,966,527,304,581,29.8,2964,2497,171,204,39,53,2964,0,39,30,59,104,7,35,346,932,277,131,365,639,2964,2088,699,118,59,2461,31,39,166,29,14,210,483,518,347,624,124693,145708,2222,151389,235,19419,174,42610,0,0,19,0,67,575,0,0,0,0,14,13,14,86,56,392,250001,232181,86231,1886,100395,119345,94571,133462,92321,4173,4045,3919,343,128,378,0,3465,2903,2887,2887,2869,57,0,16,16,16,0,0,562,434,427,7,128,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,6.3,5.7,12.1,0,9.8,ACS_Economic_DC_CensusTract_121,,{C64485A5-3AEA-4F20-B3FC-6B7B76B82072},004300,0,0
